expediente,producto,titular,registrosanitario,fechaexpedicion,fechavencimiento,estadoregistro,expedientecum,consecutivocum,cantidadcum,descripcioncomercial,estadocum,fechaactivo,fechainactivo,muestramedica,unidad,atc,descripcionatc,viaadministracion,concentracion,principioactivo,unidadmedida,cantidad,unidadreferencia,formafarmaceutica,nombrerol,tiporol,modalidad,ium
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,3,10,CAJA X 10SIN DATOCAPSULAS EN BLISTER ALUMINIO / PVC INCOLORO,Activo,04/23/2010,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
226424,AKATINOL ®10 MG TABLETAS RECUBIERTAS,MERZ PHARMACEUTICALS GMBH,INVIMA 2020 M-14124 R2,01/01/1999 12:00:00 AM,03/02/2020 12:00:00 AM,En tramite renov,226424,4,14,CAJA POR 14 TABLETAS EN BLISTER PP / ALUMINIO.,Activo,11/10/2006,,No,U,N06DX01,MEMANTINA,ORAL,A,MEMANTINA CLORHIDRATO,mg,10,TABLETA RECUBIERTA,TABLETA RECUBIERTA,CADI ASESORES S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,4,10,MUESTRA MEDICA CAJA DE CARTÓN X 10 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS,Inactivo,04/28/2010,10/01/2021,Si,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20088116,X RAY DOL®,GENOMMA LAB COLOMBIA LTDA.,INVIMA 2021M-0016526-R1,11/10/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20088116,33,36,CAJA PLEGADIZA POR 36 TABLETAS QUE CONTIENE 9 BLÍSTER EN PVC -ALUMINIO POR 4 TABLETAS,Activo,08/22/2022,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,ACETAMINOFEN,mg,250,TABLETA,TABLETA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,20,2,MUESTRA MÉDICA CAJA DE CARTÓN X 2 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 2 CÁPSULAS,Activo,12/05/2011,10/01/2021,Si,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20104517,OXIGENO MEDICINAL.,OXIGENOS DEL LLANO S.A.S.,INVIMA 2021M-0017107-R1,06/20/2016 12:00:00 AM,09/09/2026 12:00:00 AM,En tramite renov,20104517,19,1,OXIGENO GASEOSO MEDICINAL: CILINDROS DE ACERO CON CAPACIDAD DE 3.5M3,Activo,06/16/2016,,No,U,V03AN01,OXIGENO,INHALACION,D,OXIGENOV/V,%,99,CILINDRO,GAS,OXISALUD S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20095222,EMTRICITABINA 200 MG TENOFOVIR 300 MG,SALUS PHARMA LABS. S.A.S,INVIMA 2021M-0016701-R1,12/15/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20095222,2,60,CAJA CON 6 BLISTERSIN DATOPVC/ PVDC BLANCO / ALUMINIOSIN DATOPOR 10 TABLETAS C/U,Activo,12/04/2015,04/01/2021,No,U,J05AR03,TENOFOVIR DISOPROXIL Y EMTRICITABINA,ORAL,A,EMTRICITABINA,mg,200,TABLETA RECUBIERTA,TABLETA CUBIERTA CON PELICULA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20063717,MERAVILL®,ANZG LTDA,INVIMA 2014M-0015055,06/03/2014 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,20063717,2,10,CAJA X 10SIN DATOCÁPSULAS EN BLISTERSIN DATOEN PVC-PVDC TRANSPARENTE /ALUMINIO ENSIN DATOBLISTER PORSIN DATO10SIN DATOCÁPSULAS CADA UNA.SIN DATOPROTEGIDO CON BOLSA LAMINADA POUCH PROLAM 200.,Activo,05/22/2014,03/06/2024,No,U,M01AB11,ACEMETACINA,ORAL,A,ACEMETACINA,mg,60,CÁPSULA DURA,CAPSULA DURA,BLISTECO S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19948772,DICLOVERT 500 MG CÁPSULAS,INVERSIONES COMERFAR LTDA.,INVIMA 2021M-0004665-R2,08/10/2005 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,19948772,1,50,CAJA PLEGADIZA X 50 CAPSULAS EN BLISTER,Inactivo,11/10/2006,01/20/2016,No,U,J01CF01,DICLOXACILINA,ORAL,A,DICLOXACILINA SÓDICA EQUIVALENTE A DICLOXACILINA BASE,mg,500,CÁPSULA,CAPSULA DURA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20099372,HENOCLOX ®,JOINPHARM S.A.S,INVIMA 2021M-0016896-R1,03/04/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20099372,2,20,CAJA PLEGADIZA CON 2 BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS C/U,Activo,03/02/2016,,No,U,M01AC06,MELOXICAM,ORAL,A,MELOXICAM,mg,15,TABLETA,TABLETA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,3,60,CAJA DE CARTÓN XSIN DATO60 CÁPSULAS EN BLISTER ALUMINIO / PVC,Inactivo,04/28/2010,03/07/2011,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,10,60,CAJA DE CARTÓN XSIN DATO60 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS.,Activo,03/07/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
1981154,OQ - FRESH ® SOLUCIÓN OFTÁLMICA,OFTALMOQUIMICA S.A.,INVIMA 2016 M-13873-R2,11/09/1999 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,1981154,1,5,FRASCO EN POLIETILENO DE BAJA DENSIDAD CON CAPACIDAD DE 5ML. CON SUBTAPA CAPILAR Y TAPA DE SEGURIDAD (ANILLO INFERIOR ROMPIBLE),Activo,11/10/2006,,No,ml,S01GA51,NAFAZOLINA COMBINACIONES,CONJUNTIVAL,C,FENIRAMINA MALEATO,mg,3,ML DE SOLUCION,SOLUCION OFTALMICA,QUIBI S.A. EN REESTRUCTURACION,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,6,30,CAJA X 30 CAPSULAS EN BLISTER ALUMINIO/ PVC INCOLORO,Activo,04/23/2010,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20099372,HENOCLOX ®,JOINPHARM S.A.S,INVIMA 2021M-0016896-R1,03/04/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20099372,1,10,CAJA PLEGADIZA CON 1 BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS,Activo,03/02/2016,,No,U,M01AC06,MELOXICAM,ORAL,A,MELOXICAM,mg,15,TABLETA,TABLETA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,15,200,CAJA X 200 CAPSULAS EN BLISTER ALUMINIO / PVC INCOLORO,Activo,12/05/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,21,7,MUESTRA MÉDICA CAJA DE CARTÓN X 7SIN DATOCÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 7 CÁPSULAS,Activo,12/05/2011,10/01/2021,Si,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,7,40,CAJA X 40 CAPSULAS EN BLISTER ALUMINIO/PVC INCOLORO,Activo,03/07/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20019246,OSMOTEARS ® LAGRIMASARTIFICIALES,OPHARM LTDA.,INVIMA 2021M-0011500-R2,10/21/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20019246,3,15,CAJASIN DATOCON FRASCOSIN DATOXSIN DATO15 ML.SIN DATOYSIN DATOGOTERO EN POLIETILENO DE BAJA DENSIDAD. TAPA DE SEGURIDAD EN POLIETILENO DE ALTA DENSIDAD.FRASCO GOTERO EN PEBD X 15 ML,Inactivo,05/25/2010,02/08/2016,No,ml,S01XA20,LAGRIMAS ARTIFICIALES Y OTRAS PREPARACIONES INDIFERENTES,OFTÁLMICA,C,ALCOHOL POLIVINILICO,mg,14,1 ML,SOLUCION OFTALMICA,OPHARM LIMITADA,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,15,70,CAJA DE CARTÓN XSIN DATO70 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS.,Activo,12/05/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20096688,SECFLU®,JOINPHARM S.A.S,INVIMA 2021M-0016757-R1,01/28/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20096688,1,2,PRESENTACION COMERCIAL: CAJA PLEGADIZA POR 2 TABLETAS RECUBIERTAS EN UNSIN DATOBLÍSTER ALU/PVC TRANSPARENTE CON 2 TABLETAS RECUBIERTAS CADA BLÍSTER.,Activo,10/19/2015,,No,U,P01AB52,SECNIDAZOL. COMBINACIONES,ORAL,A,FLUCONAZOL,mg,75,TABLETA,TABLETA RECUBIERTA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,12,20,CAJA DE CARTÓN XSIN DATO20 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS.,Activo,12/05/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,13,40,CAJA DE CARTÓN XSIN DATO40 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS.,Activo,12/05/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,2,7,CAJA X 7 CAPSULAS EN BLISTER ALUMINIO / PVC INCOLORO,Activo,04/23/2010,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20075633,EPAMIN ® XR 100 MG CAPSULAS DE LIBERACION PROLONGADA,ASPEN COLOMBIANA S.A.S,INVIMA 2020M-0015854-R1,05/05/2015 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20075633,1,100,FRASCO BLANCO DE POLIETILENO DE ALTA DENSIDAD CON CIERRE POR INDUCCIÓN Y TAPA BLANCA EN POLIPROPILENO CON CIERRE A PRUEBA DE NIÑOS POR 100 CÁPSULAS.,Activo,03/06/2015,,No,U,N03AB02,FENITOINA,ORAL,A,FENITOINA SODICA,mg,100,CÁPSULAS DE LIBERACIÓN PROLONGADA,CAPSULA DE LIBERACION PROLONGADA,ASPEN COLOMBIANA S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,
19907058,METAMIZOL SODICO( DIPIRONA)1G / 2MLSOLUCIÓNINYECTABLE,LABORATORIOS SANDERSON S.A.,INVIMA 2016M-14233-R1,03/17/2000 12:00:00 AM,01/01/3000 12:00:00 AM,En tramite renov,19907058,2,100,CAJA POR 100 AMPOLLAS DE VIDRIO TIPO I AMBAR POR 2ML CADA UNA.,Activo,11/10/2006,,No,U,N02BB02,METAMIZOL SODIO,INTRAVENOSA,A,METAMIZOL SODICO MONOHIDRATO1054MG EQUIVALENTE A METAMIZOL SODICO (DIPIRONA),mg,1000,CADA AMPOLLA2 ML DE SOLUCIÓNINYECTABLE,SOLUCION INYECTABLE,LABORATORIOS MEDIFARMA S.A.S,IMPORTADOR,IMPORTAR Y VENDER,
20009221,LUMTIL®,PROCAPS S.A.,INVIMA 2020M-0010603-R1,03/30/2010 12:00:00 AM,10/01/2020 12:00:00 AM,En tramite renov,20009221,1,1,CAJA CON 1 TUBO COLAPSIBLE X 10 G MAS 1 APLICADOR.,Activo,09/22/2009,,No,U,G01AA10,CLINDAMICINA,VAGINAL,D,CLOTRIMAZOL,g,1,100 GRAMOS DE CREMA,CREMA VAGINAL,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20018001,FENOFIB ® 200 MG,BIOQUIFAR PHARMACEUTICA S.A.,INVIMA 2021M-0011050-R2,07/08/2010 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20018001,4,60,CAJA POR 60 CÁPSULAS EN BLISTER ALUMINIO-PVC TRANSPARENTE,Activo,07/30/2015,04/01/2021,No,U,C10AB05,FENOFIBRATO,ORAL,A,FENOFIBRATO MICRONIZADO,mg,200,CADA CÁPSULA CONTIENE,CAPSULA DURA,SERVICIO TECNICO GONHER FARMACEUTICA LTDA.,FABRICANTE,FABRICAR Y VENDER,
20096688,SECFLU®,JOINPHARM S.A.,INVIMA 2021M-0016757-R1,01/28/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20096688,3,2,MUESTRA MÉDICA: CAJA PLEGADIZA POR 2 TABLETAS RECUBIERTAS EN UNSIN DATOBLÍSTER ALU/PVC TRANSPARENTE CON 2 TABLETAS RECUBIERTAS CADA BLÍSTER,Activo,10/19/2015,,Si,U,P01AB52,SECNIDAZOL. COMBINACIONES,ORAL,A,SECNIDAZOL,mg,1000,TABLETA,TABLETA RECUBIERTA,COLOMPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
20022570,OLMETECANLO® 20 MG / 5 MG,PFIZER S.A.S.,INVIMA 2023M-0012216-R2,05/24/2011 12:00:00 AM,11/08/2021 12:00:00 AM,En tramite renov,20022570,9,21,CAJA POR 21 TABLETAS RECUBIERTAS EN BLISTER ALUMINIO/ALUMINIO.,Activo,09/21/2012,,No,U,C09CA08,OLMESARTAN MEDOXIMIL,ORAL,A,OLMESARTAN MEDOXOMIL,mg,20,TABLETA RECUBIERTA,TABLETA RECUBIERTA,PFIZER S.A.S.,IMPORTADOR,IMPORTAR Y VENDER,2A1025191001105
20099372,HENOCLOX ®,JOINPHARM S.A.S,INVIMA 2021M-0016896-R1,03/04/2016 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20099372,5,50,CAJA PLEGADIZA CON 5 BLISTER PVC TRANSPARENTE /ALUMINIO POR 10 TABLETAS C/U.,Activo,03/02/2016,,No,U,M01AC06,MELOXICAM,ORAL,A,MELOXICAM,mg,15,TABLETA,TABLETA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,22,10,MUESTRA MEDICA CAJA X 10 CAPSULAS EN BLISTER ALUMINIO / PVC INCOLOROSIN DATOPOR 10 CAPSULAS,Activo,04/07/2016,10/01/2021,Si,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19961676,GLAUCOMED® TABLETAS,MEGALABS COLOMBIA S.A.S,INVIMA 2021M-0005172-R3,01/13/2006 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19961676,1,10,PLEGADIZA EN CARTULINA POR 10 TABLETAS EN 1 BLISTER DE PVC/ALUMINIO POR 10 TABLETAS,Activo,11/10/2006,,No,U,S01EC01,ACETAZOLAMIDA,ORAL,A,ACETAZOLAMIDA,mg,250,TABLETA,TABLETA,CLARIPACK S.A.,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,34,50,CAJA CON UN FRASCO BLANCO PEAD Y TAPA DE PP Y LINNER DE ALUMINIO POR 50 TABLETAS.,Activo,06/23/2010,,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,25,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20047996,IPCA PANTODEX DR - 40,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,INVIMA 2020M-0015437 R1,11/21/2014 12:00:00 AM,12/16/2019 12:00:00 AM,En tramite renov,20047996,16,5,MUESTRA MEDICA: CAJA POR 5 TABLETAS EN BLISTER ALU-ALU POR 5 TABLETAS,Activo,10/02/2014,,Si,U,A02BC02,PANTOPRAZOL,ORAL,A,PANTOPRAZOL BASE ( EQ. PANTOPRAZOL SODIO SESQUIHYDRATO) EP,mg,40,CADA TABLETA DE LIBERACION RETARDADA,TABLETA DE LIBERACION RETARDADA,IPCA LABORATORIES LIMITED SUCURSAL COLOMBIA,IMPORTADOR,IMPORTAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,11,70,CAJA X 70 CAPSULAS ENSIN DATOBLISTER ALUMINIO / PVC INCOLORO,Activo,12/05/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,9,10,CAJA DE CARTÓN XSIN DATO10 CÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 10 CÁPSULAS.,Activo,03/04/2011,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
50589,OXIGENO MEDICINAL,MESSER COLOMBIA S.A.,INVIMA 2021M-006366-R4,06/08/1995 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,50589,43,40,CILINDRO EN ACERO INOXIDABLE X 40 METROS CUBICOS,Activo,09/02/2013,,No,m3,V03AN01,OXIGENO,INHALACION,F,OXIGENO,%,99,METRO CUBICO,GAS,MESSER COLOMBIA S.A. (PLANTA ASU BOGOTÁ),FABRICANTE,FABRICAR Y VENDER,
20015465,ATTENTHO®25 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011318-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015465,23,5,MUESTRA MEDICA CAJA DE CARTÓN X 5SIN DATOCÁPSULAS EN BLISTER ALUMINIO / PVC INCOLORO X 5 CÁPSULAS.,Inactivo,03/29/2016,10/01/2021,Si,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO EQUIVALENTE A ATOMOXETINA BASE,mg,25,CAPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20095777,DIFAZIN® 0.05 % CREMA TOPICA EXTERNA.,IVE PHARMA S.A.S.,INVIMA 2021M-0016469-R1,10/26/2015 12:00:00 AM,01/01/2021 12:00:00 AM,En tramite renov,20095777,1,1,TUBO LAMINADO X 40 GSIN DATOEN CAJA PLEGADIZA,Activo,08/28/2015,,No,g,D07CD01,CLOBETASOL Y ANTIBIOTICOS,TOPICA (EXTERNA),A,CLOBETASOL PROPIANATO,g,0.05,CADA 100GDE CREMA CONTIENEN0.05G DE CLOBETASOL PROPIONATO,CREMA TOPICA,COASPHARMA S.A.S.,FABRICANTE,FABRICAR Y VENDER,
20015394,ATTENTHO® 40 MG CAPSULAS,LABORATORIO FRANCO COLOMBIANO - LAFRANCOL S.A.S.,INVIMA 2016M-0011312-R1,09/09/2010 12:00:00 AM,10/01/3000 12:00:00 AM,En tramite renov,20015394,4,15,CAJA X 15SIN DATOCAPSULAS EN BLISTER ALUMINIO / PVC INCOLORO,Activo,04/23/2010,10/01/2021,No,U,N06BA09,ATOMOXETINA,ORAL,A,ATOMOXETINA CLORHIDRATO 45.71MG EQUIVALENTE A ATOMOXETINA BASE,mg,40,CÁPSULA,CAPSULA DURA,LABORATORIOS SYNTHESIS S.A.S.,FABRICANTE,FABRICAR Y VENDER,
19904844,DOLOFEN SLEEP,PROCAPS S.A.,INVIMA 2021M-13901-R3,11/22/1999 12:00:00 AM,10/01/2021 12:00:00 AM,En tramite renov,19904844,4,16,BLISTER DE PVC/ALUMINIO POR 4 TABLETAS. EN CAJA POR 16 TABLETAS,Inactivo,11/10/2006,06/23/2010,No,U,N02BE51,PARACETAMOL COMBINACIONES EXCLUYENDO SICOLEPTICOS,ORAL,A,DIFENHIDRAMINA CLORHIDRATO,mg,25,TABLETA,TABLETA,PROCAPS S.A.,FABRICANTE,FABRICAR Y VENDER,
20094560,RITONAVIR 100 MG TABLETAS,SALUSPHARMA LABS S.A.S,INVIMA 2021M-0016676-R1,12/11/2015 12:00:00 AM,04/01/2021 12:00:00 AM,En tramite renov,20094560,5,150,CAJA CON 15 BLISTERSIN DATOPVC/ PVDC BLANCO / ALUMINIO POR 10 TABLETAS C/U,Activo,10/24/2015,04/01/2021,No,U,J05AE03,RITONAVIR,ORAL,A,RITONAVIR,mg,100,TABLETA,TABLETA RECUBIERTA,NUTRI MACK S.A.S.,FABRICANTE,FABRICAR Y VENDER,
